approved,loan_amount,income,debt_to_income_ratio,loan_to_value_ratio,loan_purpose,applicant_race-1,applicant_sex,applicant_age,property_value,occupancy_type
0,125000.0,48.0,<20%,75.0,32,6.0,3,55-64,165000,1
1,125000.0,84.0,30%-<36%,41.315,32,6.0,1,55-64,305000,1
0,125000.0,42.0,48,,31,5.0,2,55-64,,1
1,475000.0,105.0,44,97.0,1,3.0,2,<25,485000,1
1,135000.0,30.0,43,45.3,32,3.0,1,55-64,305000,1
0,115000.0,72.0,30%-<36%,,1,5.0,2,25-34,115000,1
1,115000.0,122.0,42,24.731,32,6.0,1,55-64,465000,1
1,455000.0,125.0,20%-<30%,90.0,1,5.0,2,35-44,505000,1
1,195000.0,66.0,46,57.0,31,3.0,2,45-54,345000,1
1,235000.0,73.0,50%-60%,96.5,1,5.0,2,25-34,235000,1
0,195000.0,139.0,30%-<36%,95.0,1,5.0,1,25-34,205000,1
1,345000.0,105.0,40,58.079,1,5.0,1,35-44,595000,1
1,315000.0,95.0,43,75.0,1,3.0,1,35-44,415000,1
1,185000.0,111.0,39,94.2,1,3.0,1,35-44,205000,1
0,65000.0,791.0,<20%,79.36,4,5.0,2,65-74,325000,1
0,115000.0,22.0,50%-60%,39.32,32,6.0,3,65-74,295000,1
1,135000.0,85.0,Exempt,Exempt,31,5.0,1,25-34,Exempt,1
1,195000.0,124.0,39,75.0,1,5.0,1,45-54,265000,3
0,285000.0,60.0,>60%,100.0,1,5.0,1,25-34,285000,1
1,395000.0,129.0,30%-<36%,100.0,1,5.0,2,25-34,395000,1
1,135000.0,60.0,39,70.0,31,5.0,1,45-54,195000,1
1,295000.0,228.0,<20%,40.56,1,5.0,2,45-54,715000,1
0,85000.0,93.0,30%-<36%,84.11,2,6.0,3,25-34,315000,1
1,105000.0,129.0,45,78.516,32,6.0,1,35-44,315000,1
1,555000.0,237.0,20%-<30%,80.0,1,5.0,2,55-64,695000,1
0,135000.0,38.0,>60%,,1,6.0,2,<25,135000,1
0,55000.0,65.0,<20%,38.1,2,5.0,1,35-44,135000,1
1,245000.0,149.0,30%-<36%,73.0,32,5.0,1,25-34,335000,1
0,275000.0,56.0,>60%,96.5,1,3.0,2,35-44,285000,1
1,155000.0,104.0,30%-<36%,90.0,1,5.0,2,35-44,175000,1
1,435000.0,104.0,47,95.0,1,3.0,1,25-34,465000,1
1,635000.0,210.0,49,100.0,1,5.0,1,25-34,635000,1
1,375000.0,93.0,49,75.0,1,2.0,2,45-54,505000,3
0,55000.0,48.0,48,,1,6.0,1,35-44,65000,1
1,125000.0,90.0,41,66.489,31,5.0,2,35-44,185000,1
1,365000.0,157.0,30%-<36%,61.43,31,1.0,2,45-54,605000,1
1,355000.0,123.0,30%-<36%,90.0,1,5.0,1,25-34,385000,1
1,185000.0,88.0,47,55.117,31,5.0,1,55-64,335000,1
0,295000.0,98.0,>60%,,1,5.0,2,45-54,315000,1
0,195000.0,71.0,39,101.75,1,5.0,1,25-34,195000,1
0,35000.0,100.0,20%-<30%,71.783,2,5.0,2,>74,335000,1
1,215000.0,23.0,,70.13,1,5.0,1,65-74,305000,3
0,85000.0,38.0,50%-60%,94.993,1,5.0,2,25-34,85000,1
1,595000.0,244.0,44,77.9,1,6.0,3,45-54,765000,1
1,725000.0,336.0,49,80.0,1,21.0,1,45-54,905000,1
1,395000.0,160.0,Exempt,Exempt,1,5.0,1,>74,Exempt,1
1,325000.0,121.0,20%-<30%,95.0,1,21.0,2,35-44,345000,1
1,275000.0,70.0,50%-60%,87.3,1,5.0,1,25-34,315000,1
1,595000.0,304.0,<20%,70.0,1,5.0,2,45-54,845000,1
1,285000.0,113.0,20%-<30%,70.896,32,6.0,1,35-44,405000,1
1,235000.0,83.0,30%-<36%,96.5,1,5.0,1,25-34,245000,1
0,115000.0,139.0,43,,1,6.0,3,45-54,115000,1
0,525000.0,91.0,>60%,67.097,1,5.0,1,35-44,775000,1
0,95000.0,80.0,42,80.0,1,6.0,2,45-54,335000,1
1,495000.0,104.0,46,97.0,1,5.0,1,25-34,505000,1
1,375000.0,131.0,44,100.0,1,5.0,2,35-44,365000,1
1,545000.0,219.0,45,100.0,1,5.0,2,25-34,545000,1
1,445000.0,539.0,20%-<30%,80.0,1,5.0,1,45-54,555000,2
1,175000.0,96.0,44,96.5,1,5.0,1,35-44,185000,1
1,625000.0,150.0,38,80.0,1,5.0,1,25-34,785000,1
0,185000.0,57.0,45,75.0,32,5.0,2,35-44,245000,1
1,235000.0,101.0,48,96.5,1,5.0,1,35-44,245000,1
0,45000.0,60.0,>60%,60.016,4,6.0,3,55-64,365000,1
0,55000.0,104.0,<20%,13.514,4,6.0,3,25-34,375000,1
1,215000.0,60.0,47,96.5,1,5.0,1,25-34,215000,1
1,215000.0,117.0,20%-<30%,80.0,1,6.0,3,25-34,265000,1
1,625000.0,156.0,42,90.0,1,5.0,1,35-44,695000,1
1,205000.0,55.0,42,100.0,1,5.0,2,<25,205000,1
0,165000.0,10.0,>60%,65.517,1,5.0,3,<25,255000,1
1,155000.0,90.0,42,100.0,1,5.0,1,35-44,155000,1
0,135000.0,18.0,>60%,51.924,31,3.0,2,55-64,265000,1
1,255000.0,125.0,50%-60%,,1,5.0,1,25-34,255000,1
1,455000.0,112.0,43,81.964,1,6.0,1,35-44,555000,1
1,205000.0,158.0,20%-<30%,79.688,31,5.0,1,25-34,255000,1
0,375000.0,93.0,>60%,95.0,1,3.0,1,35-44,375000,1
0,245000.0,25.0,>60%,80.0,32,5.0,1,65-74,305000,1
1,315000.0,122.0,40,95.0,1,3.0,1,35-44,325000,1
1,75000.0,60.0,30%-<36%,42.169,32,5.0,2,65-74,165000,1
1,75000.0,40.0,42,,1,5.0,2,55-64,75000,1
0,35000.0,60.0,42,68.03,2,3.0,2,45-54,385000,1
1,295000.0,66.0,45,100.0,1,6.0,1,25-34,285000,1
1,405000.0,208.0,20%-<30%,80.0,1,5.0,2,45-54,505000,1
1,315000.0,222.0,20%-<30%,65.0,32,5.0,1,55-64,485000,1
1,195000.0,46.0,46,96.5,1,5.0,1,25-34,195000,1
1,615000.0,121.0,43,80.0,4,5.0,1,55-64,765000,1
1,655000.0,312.0,Exempt,Exempt,1,6.0,1,35-44,Exempt,1
0,335000.0,46.0,>60%,100.0,1,6.0,1,25-34,335000,1
1,195000.0,2.0,<20%,70.0,1,2.0,1,45-54,305000,3
1,175000.0,90.0,37,80.0,32,5.0,2,<25,215000,1
1,205000.0,113.0,20%-<30%,75.0,1,5.0,1,35-44,275000,3
1,245000.0,85.0,20%-<30%,90.0,1,2.0,1,25-34,265000,1
1,375000.0,113.0,42,96.5,1,5.0,1,25-34,385000,1
1,435000.0,105.0,47,59.18,1,5.0,1,55-64,755000,1
1,235000.0,55.0,50%-60%,96.5,1,2.0,1,45-54,245000,1
1,435000.0,208.0,20%-<30%,80.0,1,6.0,3,35-44,545000,1
1,185000.0,72.0,30%-<36%,65.357,32,5.0,1,55-64,285000,1
1,135000.0,37.0,,,31,5.0,1,55-64,305000,1
1,225000.0,214.0,20%-<30%,52.941,1,5.0,2,55-64,425000,1
1,105000.0,119.0,<20%,59.88,32,6.0,1,35-44,165000,1
1,125000.0,37.0,50%-60%,96.5,1,6.0,3,<25,125000,1
1,155000.0,83.0,40,84.0,1,5.0,1,25-34,125000,1
1,475000.0,115.0,30%-<36%,85.0,1,5.0,2,25-34,555000,1
1,295000.0,115.0,30%-<36%,95.0,1,5.0,1,35-44,315000,1
1,465000.0,97.0,44,86.79,1,3.0,2,35-44,535000,1
1,435000.0,220.0,20%-<30%,80.0,31,5.0,1,65-74,545000,1
1,595000.0,175.0,30%-<36%,95.0,1,5.0,1,35-44,625000,1
1,435000.0,79.0,49,90.0,1,5.0,1,25-34,475000,1
1,145000.0,113.0,40,79.975,4,3.0,1,45-54,525000,1
0,45000.0,40.0,41,26.16,2,5.0,2,35-44,175000,1
1,315000.0,81.0,30%-<36%,80.0,1,2.0,2,35-44,395000,1
1,55000.0,149.0,<20%,53.0,32,2.0,1,35-44,705000,1
1,205000.0,78.0,42,97.0,1,5.0,1,25-34,205000,1
0,205000.0,115.0,,,2,5.0,1,35-44,,1
1,195000.0,48.0,37,96.5,1,5.0,2,35-44,195000,1
1,205000.0,96.0,30%-<36%,98.464,1,5.0,1,25-34,215000,1
0,65000.0,26.0,>60%,65.0,31,5.0,1,55-64,105000,1
1,185000.0,77.0,40,80.0,1,5.0,1,25-34,235000,1
0,205000.0,42.0,43,55.56,31,6.0,1,25-34,365000,1
1,285000.0,80.0,20%-<30%,95.0,1,2.0,1,25-34,305000,1
1,665000.0,246.0,45,80.0,31,5.0,1,45-54,1555000,1
0,105000.0,33.0,46,57.223,32,3.0,1,55-64,185000,1
1,285000.0,69.0,50%-60%,96.5,1,3.0,2,25-34,285000,1
1,355000.0,114.0,39,66.985,31,6.0,1,55-64,525000,1
1,295000.0,153.0,20%-<30%,71.0,32,5.0,1,45-54,425000,1
0,315000.0,90.0,,,1,3.0,2,45-54,315000,1
1,335000.0,105.0,30%-<36%,101.75,1,5.0,1,25-34,335000,1
1,105000.0,195.0,30%-<36%,74.896,4,5.0,1,35-44,545000,1
1,335000.0,220.0,<20%,80.0,1,6.0,2,25-34,425000,1
1,135000.0,420.0,<20%,40.0,1,5.0,1,25-34,325000,1
1,255000.0,60.0,50%-60%,96.5,1,6.0,2,<25,255000,1
0,85000.0,60.0,41,,1,5.0,2,<25,95000,1
1,2005000.0,444.0,38,72.727,1,6.0,3,35-44,2755000,1
1,105000.0,36.0,41,20.0,1,5.0,1,>74,505000,1
1,1605000.0,436.0,30%-<36%,80.0,1,5.0,1,35-44,2005000,1
1,315000.0,152.0,30%-<36%,80.0,1,6.0,3,25-34,395000,1
1,125000.0,117.0,<20%,,1,5.0,1,65-74,135000,1
1,45000.0,99.0,20%-<30%,80.0,1,5.0,1,25-34,65000,1
1,95000.0,54.0,20%-<30%,32.0,31,6.0,3,65-74,305000,1
1,355000.0,98.0,41,79.966,1,5.0,1,35-44,445000,1
0,375000.0,14.0,>60%,101.75,1,6.0,1,55-64,375000,1
1,155000.0,103.0,20%-<30%,54.0,32,6.0,2,55-64,285000,1
0,235000.0,60.0,50%-60%,57.5,32,6.0,3,55-64,405000,1
1,505000.0,198.0,20%-<30%,68.723,32,5.0,1,35-44,735000,1
1,45000.0,37.0,30%-<36%,25.0,2,6.0,3,45-54,185000,1
0,265000.0,710.0,<20%,82.923,32,5.0,1,55-64,325000,2
0,105000.0,104.0,20%-<30%,80.0,32,5.0,1,55-64,135000,1
1,235000.0,65.0,Exempt,Exempt,31,5.0,2,35-44,Exempt,1
1,335000.0,110.0,44,80.0,1,5.0,1,25-34,415000,1
1,315000.0,95.0,20%-<30%,100.0,1,3.0,1,35-44,315000,1
1,395000.0,112.0,37,95.0,1,21.0,1,35-44,415000,1
1,645000.0,214.0,38,87.44,1,5.0,2,35-44,745000,1
1,415000.0,158.0,38,95.0,1,5.0,2,25-34,435000,1
1,55000.0,116.0,<20%,20.0,4,5.0,1,65-74,255000,1
1,175000.0,55.0,44,64.158,1,5.0,2,65-74,275000,1
0,415000.0,81.0,50%-60%,52.0,32,5.0,2,45-54,805000,1
1,105000.0,63.0,49,56.919,32,5.0,2,55-64,185000,1
1,405000.0,143.0,38,76.775,1,5.0,1,55-64,525000,1
1,115000.0,28.0,36,37.33,32,5.0,1,65-74,305000,1
0,25000.0,95.0,45,77.92,4,5.0,1,45-54,295000,1
0,105000.0,74.0,20%-<30%,49.01,2,4.0,1,45-54,205000,1
1,305000.0,146.0,20%-<30%,74.074,32,5.0,1,45-54,405000,1
0,155000.0,133.0,36,46.0,31,5.0,1,45-54,355000,1
1,645000.0,180.0,30%-<36%,77.051,1,2.0,1,45-54,835000,1
0,415000.0,165.0,50%-60%,60.876,31,6.0,1,25-34,685000,3
0,165000.0,110.0,20%-<30%,117.271,4,6.0,3,35-44,275000,1
1,265000.0,69.0,50%-60%,96.5,1,5.0,1,25-34,265000,1
1,105000.0,30.0,36,49.0,32,5.0,1,>74,205000,1
1,275000.0,66.0,48,75.0,1,2.0,2,65-74,375000,3
1,245000.0,120.0,Exempt,Exempt,2,5.0,2,65-74,Exempt,3
1,235000.0,86.0,42,96.5,1,6.0,1,35-44,245000,1
0,45000.0,185.0,<20%,86.12,4,5.0,1,25-34,235000,1
1,255000.0,88.0,30%-<36%,100.0,1,5.0,1,35-44,245000,1
1,225000.0,147.0,30%-<36%,90.0,1,5.0,1,25-34,255000,1
0,55000.0,75.0,50%-60%,95.0,1,5.0,2,35-44,365000,1
1,115000.0,44.0,42,96.5,1,5.0,2,25-34,115000,1
1,165000.0,77.0,30%-<36%,60.0,32,6.0,1,45-54,265000,1
1,195000.0,35.0,45,75.0,32,3.0,2,65-74,255000,1
1,175000.0,65.0,20%-<30%,95.0,1,2.0,1,55-64,185000,1
1,765000.0,183.0,43,80.0,1,2.0,1,35-44,955000,1
0,295000.0,72.0,50%-60%,90.0,1,5.0,1,35-44,305000,1
1,215000.0,195.0,41,80.0,1,6.0,3,55-64,265000,1
1,95000.0,84.0,41,,1,5.0,1,45-54,95000,1
0,35000.0,278.0,30%-<36%,88.308,4,5.0,1,35-44,505000,1
0,255000.0,0.0,,,31,6.0,3,65-74,,1
1,345000.0,260.0,<20%,49.928,1,5.0,1,55-64,695000,1
1,185000.0,98.0,40,75.0,32,6.0,2,25-34,245000,1
1,105000.0,43.0,47,,1,5.0,1,65-74,105000,1
1,325000.0,66.0,50%-60%,96.468,1,5.0,2,25-34,335000,1
1,215000.0,90.0,41,96.5,1,5.0,2,25-34,235000,1
1,55000.0,39.0,42,55.0,31,3.0,1,55-64,105000,1
0,415000.0,176.0,37,79.0,32,3.0,1,55-64,525000,1
1,165000.0,83.0,<20%,64.05,4,5.0,1,45-54,245000,1
1,245000.0,130.0,20%-<30%,76.0,32,5.0,1,25-34,315000,1
1,325000.0,40.0,50%-60%,100.0,1,5.0,1,35-44,325000,1
1,365000.0,60.0,46,,1,6.0,3,25-34,355000,1
0,105000.0,130.0,>60%,51.32,2,5.0,2,55-64,275000,1
1,635000.0,221.0,30%-<36%,70.0,32,5.0,1,>74,905000,3
1,175000.0,158.0,<20%,58.0,32,5.0,1,35-44,295000,1
1,205000.0,57.0,43,67.212,31,6.0,2,>74,315000,1
1,465000.0,478.0,20%-<30%,71.575,31,5.0,1,35-44,655000,3
1,425000.0,158.0,20%-<30%,80.0,1,2.0,1,45-54,525000,1
1,185000.0,40.0,50%-60%,96.5,1,5.0,1,25-34,195000,1
1,255000.0,59.0,50%-60%,85.0,1,5.0,1,55-64,305000,1
1,425000.0,160.0,45,73.684,1,5.0,1,55-64,575000,1
1,555000.0,120.0,36,95.0,1,2.0,1,25-34,735000,1
1,55000.0,62.0,44,68.957,32,5.0,2,35-44,305000,1
1,505000.0,559.0,41,90.0,1,6.0,3,35-44,2805000,1
0,135000.0,95.0,20%-<30%,54.167,32,5.0,1,55-64,245000,1
0,65000.0,45.0,40,52.73,2,5.0,1,35-44,225000,1
1,185000.0,46.0,44,78.0,32,5.0,2,65-74,245000,1
0,85000.0,45.0,46,100.281,1,5.0,1,25-34,85000,1
1,885000.0,157.0,40,80.0,1,5.0,1,25-34,1105000,1
0,85000.0,26.0,41,58.394,2,3.0,2,55-64,135000,1
1,505000.0,106.0,42,69.452,32,5.0,1,45-54,735000,1
1,55000.0,80.0,43,78.528,32,6.0,1,35-44,245000,1
1,205000.0,73.0,20%-<30%,95.064,1,5.0,1,25-34,225000,1
1,505000.0,245.0,36,,1,5.0,2,35-44,525000,1
1,315000.0,140.0,50%-60%,96.4998,1,6.0,1,35-44,325000,1
1,645000.0,427.0,<20%,73.13,1,5.0,1,45-54,885000,1
0,1505000.0,439.0,50%-60%,80.0,32,5.0,1,35-44,1875000,1
0,165000.0,40.0,>60%,100.0,1,6.0,1,35-44,,1
1,695000.0,180.0,38,90.0,1,5.0,1,35-44,875000,1
1,105000.0,92.0,42,60.83,4,6.0,1,35-44,245000,1
1,155000.0,96.0,30%-<36%,80.0,1,5.0,1,25-34,185000,1
1,255000.0,132.0,40,42.185,32,6.0,1,25-34,595000,2
1,345000.0,81.0,41,89.99,1,2.0,1,35-44,385000,1
1,45000.0,54.0,46,,1,6.0,2,35-44,,1
0,85000.0,54.0,39,67.797,4,5.0,1,35-44,115000,1
1,255000.0,75.0,44,80.0,32,5.0,1,65-74,315000,1
0,35000.0,129.0,20%-<30%,89.735,4,5.0,1,55-64,205000,1
0,75000.0,60.0,50%-60%,50.0,4,5.0,1,55-64,145000,1
1,315000.0,85.0,47,99.445,1,5.0,2,45-54,315000,1
1,315000.0,95.0,46,90.0,1,5.0,1,25-34,345000,1
1,125000.0,258.0,20%-<30%,80.0,1,5.0,1,35-44,155000,3
1,65000.0,19.0,41,41.168,4,5.0,1,55-64,165000,1
1,255000.0,335.0,48,95.0,1,2.0,1,35-44,905000,1
1,305000.0,263.0,38,80.0,1,6.0,3,25-34,375000,1
1,85000.0,67.0,37,20.934,31,5.0,1,65-74,395000,1
1,665000.0,110.0,50%-60%,82.0,1,6.0,3,65-74,805000,1
0,55000.0,54.0,30%-<36%,,1,5.0,2,<25,55000,1
0,35000.0,148.0,30%-<36%,95.834,2,5.0,1,25-34,415000,1
1,395000.0,95.0,41,96.5,1,3.0,1,35-44,305000,1
1,15000.0,188.0,50%-60%,79.828,2,5.0,1,35-44,535000,1
1,205000.0,497.0,<20%,50.434,1,5.0,2,35-44,405000,1
1,445000.0,138.0,30%-<36%,86.423,1,6.0,1,25-34,515000,1
0,55000.0,60.0,42,,1,5.0,2,35-44,65000,1
1,695000.0,649.0,30%-<36%,80.0,1,5.0,1,45-54,865000,1
1,205000.0,49.0,39,95.0,1,2.0,1,35-44,225000,1
1,185000.0,69.0,45,77.69,4,3.0,2,35-44,235000,1
1,105000.0,99.0,43,46.877,31,5.0,1,45-54,665000,1
1,215000.0,56.0,37,80.0,1,5.0,2,25-34,265000,1
0,75000.0,132.0,36,79.8,1,5.0,2,55-64,535000,1
1,305000.0,86.0,44,60.392,32,3.0,2,55-64,515000,1
1,295000.0,0.0,36,90.0,1,5.0,1,45-54,325000,1
1,365000.0,156.0,42,96.5,1,3.0,2,45-54,365000,1
1,105000.0,41.0,47,99.721,1,5.0,1,<25,105000,1
1,355000.0,172.0,20%-<30%,80.0,1,5.0,1,25-34,445000,1
1,295000.0,103.0,30%-<36%,80.0,1,5.0,2,35-44,365000,1
1,195000.0,75.0,36,78.04,32,6.0,1,25-34,255000,1
1,295000.0,119.0,50%-60%,96.5,1,5.0,1,35-44,295000,1
1,495000.0,290.0,44,35.018,31,6.0,3,45-54,1425000,2
1,65000.0,200.0,20%-<30%,72.9,2,5.0,1,35-44,595000,1
1,595000.0,257.0,30%-<36%,80.0,1,5.0,1,35-44,745000,1
1,135000.0,52.0,30%-<36%,52.781,32,5.0,2,25-34,265000,1
0,125000.0,254.0,30%-<36%,79.95,2,6.0,1,45-54,705000,1
1,125000.0,52.0,30%-<36%,44.0,32,5.0,1,65-74,295000,1
1,325000.0,98.0,30%-<36%,96.5,1,5.0,1,35-44,335000,1
0,315000.0,140.0,36,96.5,1,5.0,1,25-34,315000,1
0,645000.0,205.0,38,75.87,1,21.0,1,25-34,855000,1
0,35000.0,144.0,39,84.787,4,3.0,3,25-34,345000,1
1,155000.0,62.0,30%-<36%,59.0,2,2.0,1,<25,265000,1
0,125000.0,85.0,30%-<36%,52.024,31,5.0,2,35-44,245000,1
1,335000.0,75.0,41,74.142,1,5.0,2,25-34,455000,1
1,165000.0,53.0,44,75.0,31,5.0,1,55-64,215000,1
1,345000.0,109.0,41,69.761,1,2.0,2,65-74,495000,1
0,85000.0,153.0,40,18.131,32,5.0,1,45-54,465000,1
1,595000.0,235.0,20%-<30%,95.0,1,5.0,1,35-44,625000,1
0,505000.0,103.0,>60%,68.493,32,6.0,1,55-64,735000,1
1,745000.0,301.0,38,80.0,1,2.0,1,25-34,925000,1
0,75000.0,91.0,,,32,3.0,2,65-74,,3
0,65000.0,42.0,50%-60%,,1,2.0,1,<25,,1
1,185000.0,234.0,20%-<30%,70.0,32,5.0,1,45-54,335000,1
1,385000.0,253.0,30%-<36%,60.0,1,6.0,3,55-64,645000,3
1,335000.0,121.0,44,78.0,32,5.0,1,35-44,435000,1
0,125000.0,37.0,,90.0,1,6.0,1,<25,145000,1
1,185000.0,55.0,50%-60%,101.409,1,5.0,2,<25,185000,1
1,1135000.0,443.0,48,80.0,32,6.0,1,45-54,1415000,2
1,85000.0,74.0,20%-<30%,57.55,2,3.0,1,35-44,135000,1
1,245000.0,0.0,,75.0,1,3.0,1,25-34,325000,3
1,305000.0,104.0,45,96.5,1,5.0,2,<25,315000,1
1,155000.0,234.0,41,,1,5.0,1,25-34,205000,3
1,265000.0,69.0,50%-60%,96.5,1,5.0,1,35-44,275000,1
1,285000.0,139.0,44,95.0,1,2.0,2,65-74,295000,1
1,165000.0,65.0,41,63.493,32,5.0,2,35-44,255000,1
1,65000.0,70.0,44,79.886,4,5.0,1,45-54,175000,1
1,355000.0,90.0,47,100.0,1,3.0,1,35-44,345000,1
0,65000.0,37.0,38,27.111,32,5.0,1,65-74,225000,1
1,285000.0,145.0,48,70.0,32,5.0,2,35-44,405000,1
1,545000.0,121.0,49,80.0,1,6.0,3,25-34,685000,1
1,335000.0,81.0,42,92.992,1,6.0,1,45-54,355000,1
1,275000.0,50.0,43,100.428,1,5.0,1,25-34,275000,1
1,215000.0,137.0,42,49.425,32,3.0,1,55-64,435000,1
0,285000.0,200.0,39,41.945,1,5.0,1,35-44,685000,1
1,305000.0,376.0,43,72.6,32,5.0,1,35-44,955000,1
1,385000.0,36.0,,,31,5.0,1,>74,705000,1
0,145000.0,29.0,49,100.0,1,6.0,3,25-34,145000,1
1,545000.0,312.0,<20%,80.0,1,5.0,1,35-44,685000,1
1,205000.0,171.0,<20%,45.868,32,5.0,1,45-54,455000,1
1,185000.0,83.0,20%-<30%,60.0,32,5.0,1,25-34,305000,1
1,465000.0,275.0,<20%,75.0,1,5.0,2,55-64,625000,1
1,185000.0,77.0,30%-<36%,53.623,32,5.0,1,55-64,345000,1
0,315000.0,107.0,40,80.0,1,6.0,3,55-64,385000,1
1,135000.0,102.0,38,71.05,1,5.0,1,55-64,195000,3
1,195000.0,70.0,47,46.988,1,5.0,1,45-54,415000,1
1,295000.0,135.0,42,100.0,1,3.0,1,45-54,295000,1
1,345000.0,152.0,43,75.0,31,2.0,1,65-74,465000,3
1,705000.0,324.0,30%-<36%,66.887,1,2.0,1,35-44,1055000,1
1,535000.0,143.0,39,94.99,1,2.0,1,25-34,565000,1
0,105000.0,21.0,37,41.0,31,5.0,2,65-74,255000,1
0,135000.0,31.0,50%-60%,72.222,32,5.0,1,55-64,185000,1
1,115000.0,166.0,30%-<36%,80.0,1,5.0,1,35-44,145000,1
0,75000.0,9.0,>60%,79.91,4,6.0,1,25-34,95000,1
0,65000.0,170.0,50%-60%,84.535,4,3.0,1,45-54,505000,1
1,455000.0,176.0,39,95.0,1,5.0,1,25-34,475000,1
1,135000.0,86.0,49,40.299,1,6.0,2,65-74,335000,1
1,1175000.0,406.0,42,80.0,1,5.0,2,25-34,1475000,1
1,15000.0,45.0,Exempt,Exempt,4,5.0,2,>74,Exempt,1
1,265000.0,65.0,50%-60%,96.5,1,5.0,2,45-54,275000,1
1,175000.0,39.0,45,88.0,1,5.0,2,35-44,205000,1
1,105000.0,38.0,36,,1,5.0,2,45-54,165000,1
1,175000.0,302.0,<20%,75.0,1,2.0,1,35-44,235000,3
0,205000.0,58.0,41,56.757,32,5.0,1,65-74,375000,1
1,275000.0,62.0,50%-60%,96.5,1,5.0,2,25-34,275000,1
0,205000.0,35.0,>60%,86.935,4,5.0,2,65-74,595000,1
1,165000.0,180.0,46,50.367,1,5.0,2,65-74,325000,1
0,75000.0,63.0,>60%,91.0,2,5.0,2,35-44,405000,1
1,225000.0,127.0,42,75.0,32,5.0,1,25-34,305000,3
1,285000.0,55.0,44,95.0,1,5.0,1,25-34,295000,1
1,295000.0,99.0,30%-<36%,95.0,1,5.0,2,<25,315000,1
1,165000.0,39.0,47,100.0,1,5.0,2,<25,155000,1
1,405000.0,126.0,45,96.5,1,3.0,2,35-44,415000,1
1,375000.0,209.0,20%-<30%,72.0,31,6.0,1,25-34,515000,1
1,325000.0,133.0,43,96.5,1,5.0,1,45-54,335000,1
0,125000.0,153.0,30%-<36%,34.286,32,5.0,2,25-34,355000,1
0,235000.0,0.0,,,31,6.0,3,35-44,,1
1,145000.0,115.0,<20%,97.0,1,5.0,1,25-34,145000,1
1,265000.0,87.0,49,62.98,32,5.0,1,35-44,415000,1
0,25000.0,13.0,50%-60%,78.272,4,5.0,1,25-34,405000,1
0,395000.0,725.0,<20%,34.33,2,2.0,2,>74,1165000,1
1,1025000.0,449.0,20%-<30%,74.671,32,5.0,1,45-54,1365000,1
1,335000.0,167.0,50%-60%,96.5,1,5.0,1,65-74,335000,1
0,1025000.0,492.0,20%-<30%,50.049,31,5.0,1,55-64,2055000,1
1,245000.0,93.0,46,65.53,1,5.0,1,65-74,385000,1
1,295000.0,57.0,49,90.0,1,5.0,1,25-34,325000,1
1,235000.0,82.0,50%-60%,96.5,1,5.0,1,25-34,245000,1
1,85000.0,40.0,42,,1,5.0,1,<25,85000,1
1,465000.0,130.0,42,95.0,1,6.0,1,25-34,485000,1
0,285000.0,118.0,42,80.0,32,5.0,1,45-54,355000,1
0,645000.0,72.0,>60%,69.592,1,2.0,1,45-54,935000,1
0,155000.0,181.0,47,27.273,4,5.0,1,45-54,555000,1
1,105000.0,149.0,49,90.0,2,5.0,1,35-44,415000,1
1,615000.0,205.0,30%-<36%,80.0,1,5.0,2,55-64,765000,1
0,105000.0,0.0,<20%,44.1,31,5.0,1,25-34,235000,1
1,125000.0,95.0,30%-<36%,64.0,31,5.0,1,35-44,195000,1
0,295000.0,150.0,20%-<30%,53.636,32,5.0,1,35-44,555000,1
0,645000.0,135.0,41,82.484,1,2.0,1,25-34,785000,1
0,325000.0,108.0,37,91.429,1,6.0,3,35-44,355000,1
1,515000.0,126.0,42,37.164,32,6.0,2,45-54,1375000,1
1,505000.0,227.0,20%-<30%,97.0,1,5.0,1,25-34,515000,1
0,175000.0,79.0,20%-<30%,85.825,32,6.0,3,45-54,205000,1
1,505000.0,165.0,30%-<36%,63.694,1,2.0,1,65-74,785000,1
1,425000.0,155.0,44,80.0,1,5.0,2,25-34,525000,1
1,235000.0,70.0,39,96.5,1,5.0,1,25-34,235000,1
1,605000.0,214.0,30%-<36%,95.0,1,2.0,1,35-44,645000,1
1,2135000.0,557.0,44,75.0,1,21.0,1,45-54,2855000,1
1,765000.0,281.0,20%-<30%,85.0,1,2.0,2,35-44,905000,1
1,285000.0,134.0,50%-60%,100.0,1,5.0,1,25-34,285000,1
1,945000.0,275.0,50%-60%,100.0,1,5.0,1,55-64,915000,1
0,195000.0,147.0,40,,1,5.0,1,55-64,175000,1
1,125000.0,32.0,45,61.0,32,5.0,2,45-54,205000,1
0,135000.0,60.0,48,79.42,4,5.0,2,65-74,175000,1
1,175000.0,65.0,44,100.0,1,5.0,2,25-34,175000,1
1,635000.0,236.0,20%-<30%,80.0,1,2.0,1,35-44,795000,1
1,215000.0,150.0,20%-<30%,80.0,1,5.0,1,25-34,275000,1
1,105000.0,70.0,45,67.21,31,5.0,1,35-44,155000,1
1,345000.0,103.0,44,80.0,32,5.0,3,25-34,435000,1
0,75000.0,47.0,>60%,,1,6.0,1,55-64,85000,1
1,1055000.0,305.0,30%-<36%,70.77,1,5.0,1,45-54,1485000,1
0,95000.0,85.0,20%-<30%,64.75,31,5.0,1,>74,135000,1
